product_id,digikala_id,comment_id,rating,title,body,created_at,recommendation_status,likes,dislikes
P003,1731345,78870936,1,,رنگش خوبه ها ولی کاملا شکسته بدستم رسید مرجوع کردم ، بازار قیمتش بالاتره، ولی کیفیت خوبی داره ، به شخصه یورن و کالیستا را ترجیح میدم...,19 مهر 1404,,,
P003,1731345,78790959,5,,خیلی قشنگ رنگ خوبی داره,17 مهر 1404,,,
P003,1731345,78672775,4,,خوشکله,14 مهر 1404,,,
P003,1731345,78659004,5,,کیفیت خوبی داره,13 مهر 1404,,,
P003,1731345,78509861,1,,شکسته خرد شده له شده واقعا متاسفم,9 مهر 1404,,,
P003,1731345,78147355,5,,رنگش عالی و زیبا,29 شهریور 1404,,,
P003,1731345,77909932,5,,عالی خیلی نرمه,21 شهریور 1404,,,
P003,1731345,77476889,5,,فقط میتونم بگم محشره،من یکسال پیش شیگلم گرفت۰م ۵۰۰ ولی متاسفانه اصلا خوشم نیومد ازش ولی این رژلبه کل رنگ هاش عالی و خوشرنگن با ماندگاری بالا و زیبا,9 شهریور 1404,,,
P003,1731345,77471411,3,,راضی هستم خیلی نرم و روان روی لب کشیده میشه ولی زود هم پاک میشه,9 شهریور 1404,,,
P003,1731345,77430031,4,,خوب بود,7 شهریور 1404,,,
P003,1731345,77328224,5,,خوشرنگ و‌ماندگار,5 شهریور 1404,,,
P003,1731345,77275923,5,,عالیه مدتهاست که ازین استفاده میکنم,3 شهریور 1404,,,
P003,1731345,77249126,3,,زود پاک میشه. این رنگی هم که من خریدم تیره است.,2 شهریور 1404,,,
P003,1731345,76748209,,,خوب و زیباست,21 مرداد 1404,,,
P003,1731345,76696055,3,,اصلا ماندگاری نداره و خیلی زود پاک میشه,19 مرداد 1404,,,
P003,1731345,76690826,4,,رنگ بنفش داره و البته برای استفاده روزانه خیلی پررنگه. لب من رو کمی خشک میکنه,19 مرداد 1404,,,
P003,1731345,76402793,5,,دلبر و با کیفیت,9 مرداد 1404,,,
P003,1731345,76270535,5,,عالی بود ممنون,4 مرداد 1404,,,
P003,1731345,76141679,4,,برای همسرم گرفتم نظرشون مثبت بود,30 تیر 1404,,,
P003,1731345,76117812,,,اینو برای خانومم گرفتم. میگه خوبه و راضی هست از کیفیتش.رنگدهی خوبی داره. خرید این محصول رو پیشنهاد میکنه.,29 تیر 1404,,,
P003,1731345,76094227,4,,..عالیه تایید میشود بوی خوبی داره,28 تیر 1404,,,
P003,1731345,76066121,5,,باسلام خیلی خیلی رنگش قشنگه چرب و روان هست و بوی خوبی داره,27 تیر 1404,,,
P003,1731345,75933902,4,,....پ,21 تیر 1404,,,
P003,1731345,75847789,2,,رنگش کاملا متفاوت بود .بنفش تیره بود چیزی که ارسال شده بود .دوست نداشتم,17 تیر 1404,,,
P003,1731345,75843943,5,,رنگش خوشگله. تناژ بنفش داره و پررنگه، من خودم دور لب رو میزنم و بعد با دست پخش میکنم که زیاد پررنگ نشه. ۲ تا رنگ دیگشو هم دارم که عکسشو میذارم. نرم و روونه. اما خیلی ماندگار نیست.,17 تیر 1404,,,
P003,1731345,75827264,4,,زیادی قرمزی داره,17 تیر 1404,,,
P003,1731345,75697135,5,,بسیار خوشرنگ و با ماندگاری بالا,9 تیر 1404,,,
P003,1731345,75617245,5,,با کیفیت,3 تیر 1404,,,
P003,1731345,75592117,4,,اگه کمرنگ میپسندین خوبه,2 تیر 1404,,,
P003,1731345,75461528,1,,اصلا ماندگاری نداره با اینکه برند هست. رنگش هم روشن نیست,26 خرداد 1404,,,
P003,1731345,75211712,4,,کاش عکس شاخص رو عوض کنید چون رنگش توی عکس یاسی هست و من روی اون حساب خریدم.,15 خرداد 1404,,,
P003,1731345,75097312,5,,بد نبود,12 خرداد 1404,,,
P003,1731345,75091816,5,,"رنگی که میخواستم برام فرستاده نشد
ولی این رنگ هم قشنگه",12 خرداد 1404,,,
P003,1731345,74850441,4,,"رنگش خوبه .یکمی به بنفش میزنه .برای پوست های روشن قشنگتره تا سبزه.
با طلا تستش کردم بعد از تلاش زیاد سیاه شد رو پوست",6 خرداد 1404,,,
P003,1731345,74813324,5,,کیفیت و رنگش خیلی خوبه و حجمش زیاد نیس من 140 خریدم راضی بودم ، سالم به دستم رسید,5 خرداد 1404,,,
P003,1731345,74635385,3,,"رنگشو دوس دارم ولی خیلی ماندگاری نداره 
بد نیس ولی عالی هم نیس",29 اردیبهشت 1404,,,
P003,1731345,74355424,4,,رنگشو دوس داشتم,19 اردیبهشت 1404,,,
P003,1731345,74313618,5,,خوش رنگه کوچیک نیس عالیه فقط رنگش روشن نیس,18 اردیبهشت 1404,,,
P003,1731345,74043459,,,من از رنگش رااضی نیستم. تو عکس کالباسی افتاده اما کالباسی نیست. بین کالباسی تیره و بنفشه.,9 اردیبهشت 1404,,,
P003,1731345,73974846,5,,عالی هستن,6 اردیبهشت 1404,,,
P003,1731345,73955528,4,,خوشرنگه,6 اردیبهشت 1404,,,
P003,1731345,73737476,5,,واقعا عالیه هم از نظر رنگ و هم کیفیت,29 فروردین 1404,,,
P003,1731345,73737339,4,,رنگ خوبی داره مقدار چربی مناسبی داره برای مهمونی مناسبه,29 فروردین 1404,,,
P003,1731345,73716228,5,,جنس خوبی داره بنفش رنگه که تیره هم هست اگه با بالم لب بزنی کمرنگتر میشه,28 فروردین 1404,,,
P003,1731345,73573243,3,,اگه لب های خشکی دارین براتون مناسبه چون خیلی چربه. یه مقدار هم روی لب براقه,24 فروردین 1404,,,
P003,1731345,73560261,5,,رنگشو خیلی دوست دارم بهم میاد ته مایه بنفش داره پوست من گندمی روشنه. من خودم رنگ بنفش و دوست دارم و از خریدم خیلی راضی ام,24 فروردین 1404,,,
P003,1731345,73477250,5,,عالییی سبک و خوش رنگ,21 فروردین 1404,,,
P003,1731345,73455117,,,"فقط میتونم بگم عاشقشونم،بسیار خوشرنگ و ماندگار
همه رنگاش عالین،من چند تا رنگشو خریدم و بازم مشتاقم بقیه رنگاشو بخرم",21 فروردین 1404,,,
P003,1731345,73433012,5,,رنگ زیبایی دارد و وکیوم بود. محصولات مای با کیفیته,20 فروردین 1404,,,
P003,1731345,73332065,1,,باراول یه بارخریدکردم خیلی رنگشو دوستداشتم ولی سری دوم که خریدم رنگش زمین تاآسمون فرق داشت باقبلی،.  باراول رنگش تناژ بنفش مات بود ولی اینبارروبه سرخی می‌ره وخیلی ناراضیم ازخریدم,17 فروردین 1404,,,
P003,1731345,73312642,5,,خیلی خوشرنگه,16 فروردین 1404,,,
P003,1731345,73122050,3,,ماندگاری خیلی کم.,9 فروردین 1404,,,
P003,1731345,73106842,3,,متوسط,9 فروردین 1404,,,
P003,1731345,73088200,4,,رنگشو دوست نداشتم به بنفش میزد,8 فروردین 1404,,,
P003,1731345,73081932,5,,محصولات مای نیاز به تعریف ندارن، خصوصا این مدل رژ لب که خوشرنگ هست و لب رو خشک نمی کنه,8 فروردین 1404,,,
P003,1731345,73081073,5,,فوق العادس,8 فروردین 1404,,,
P003,1731345,73069032,4,,رژ لبی نیمه مات ، رنگش ازتصویرش تیره تر بود و نه چرب ونه خشک,7 فروردین 1404,,,
P003,1731345,72969134,5,,رنگ دهی خوبی داشت ،رنگ ملایم ،روی لب خشک نمیشه ،ماندگاریش هم خوب بود,3 فروردین 1404,,,
P003,1731345,72755749,4,,برای بار سوم خریدم.تمام‌رنگهاشو دارم.رنگدهی ش خوبه.ماندگاری معمولی.راحت قابل استفاده س.,26 اسفند 1403,,,
P003,1731345,72723562,4,,"رنگش از چیزی که تو عکسها هست تیره تره 
تناژ بنفش داره",26 اسفند 1403,,,
P003,1731345,72534235,5,,رنگ و تناژ بنفش و صورتی چرک داره ولی برای استفاده روزمره عالیه منظورم جیغ نیست به نظر من خیلییی خوش رنگه,21 اسفند 1403,,,
P003,1731345,72410180,5,,عالی بود .ممنون,18 اسفند 1403,,,
P003,1731345,72324872,5,,Awlie,16 اسفند 1403,,,
P003,1731345,72311954,5,,رنگش همون طور بود که می خواستم ، کیفیت و ماندگاری و رنگ دهی اش هم خوب بود,16 اسفند 1403,,,
P003,1731345,72136372,5,,رنگ زیبا و با کیفیت,12 اسفند 1403,,,
P003,1731345,72103748,5,,واقعا مثل اسمش میمونه، هم وقتی میزنی راحت رو لب میشینه و یکم چربی داره و خشک نیست هم آخرش به حالت مات روی لب میشینه، من راضی بودم,11 اسفند 1403,,,
P003,1731345,72102553,2,,حالا من نمیدونم شمارشو اشتباه فرستادن که بنفش نبود ،یا کلا رنگش به زرشکی نزدیکه ...چون من پلمپشو باز نکردم از شمارش مطمئن نیستم ولی بنفش نیس زرشکیه !,11 اسفند 1403,,,
P003,1731345,72083838,3,,باز این بد نبود,11 اسفند 1403,,,
P003,1731345,72049928,5,,ماندگاری خوبی داره فقط پررنگه واسه محل کار مناسب نیس,10 اسفند 1403,,,
P003,1731345,72026740,5,,عالی بود هم رنگش هم ماندگاریش,10 اسفند 1403,,,
P003,1731345,71991444,4,,خوبه راضیم رنگشم همونی بود که تو عکسه,9 اسفند 1403,,,
P003,1731345,71979611,4,,رنگش خوشگله یه کم ازعکسش تیره تره،یه کم چربه که من دوست نداشتم,9 اسفند 1403,,,
P003,1731345,71966096,5,,رنگ کمی پر رنگتر از تصویر..نیمه مات هست و ماندگاری خوبی داره,8 اسفند 1403,,,
P003,1731345,71938907,4,,خوبه,8 اسفند 1403,,,
P003,1731345,71915114,4,,خوبه رنگی که می خواستم بود,7 اسفند 1403,,,
P003,1731345,71606196,5,,"خیلی عالیه 
چندمین بارهستش سفارش میدم 
بسته بندی عالی 
ممنون ازفروشنده محترم",29 بهمن 1403,,,
P003,1731345,71430739,4,,ارسال و بسته بندی عالی بود ولی رنگش برای استفاده روزمره خوب نیست و پر رنگ هستش کیفیتش هم بد نیست,25 بهمن 1403,,,
P003,1731345,71389225,4,,یه بنفش کاملا پررنگه. نرمه بوشم خوبه در کل راضی کنندست,23 بهمن 1403,,,
P003,1731345,71234409,2,,به نظرم اصل نی با رژ خودم فرق داره,20 بهمن 1403,,,
P003,1731345,71222116,3,,نسبت به قیمت خوبه,19 بهمن 1403,,,
P003,1731345,71173150,5,,خوب بود,18 بهمن 1403,,,
P003,1731345,70992622,3,,"بسته بندی دیجی کالا خوب بود
ولی بسته بندی خود شرکت خیلی بده رژ لب رو تا اخر باز کردن و درو روش محکم کردن که اینکار باعث میشه وقتی برای بار اول بخوایم بازش کنیم کل رژ لب از جاش درمیاد
درضمن با قیمت اصلی اصلا نمی ارزه چون هم حجم کمی داره هم از زیر رژ تا جایی که چشم میبینه تو خالیه وسطش 
که همین میشه کم فروشی
قبلا یدونه شماره ۱۵ داشتم که زیرش برچسب مشخصات داشت ولی اینی که از دیجی خریدم هیچی نداره
خلاصه خداکنه که اصل باشه چون بعضی محصولات ایرانی رو هم شنیدم فیکش هست
عکسایی که گذاشتم مال شماره ۱۸ هست",14 بهمن 1403,,,
P003,1731345,70921566,5,,خیلی خوبه نرم چرب عالی بخرید شک نکنید,12 بهمن 1403,,,
P003,1731345,70894899,3,,رنگش تقریبا عنابیه روی لب با یه بار کشیدن رنگش مشخص میشه خیلی تیره اس تناژ قهوه ای داره قرمزی کمی داره,11 بهمن 1403,,,
P003,1731345,70704006,5,,خوشرنگه ومناسبه مهمانیا,7 بهمن 1403,,,
P003,1731345,70691681,5,,خوب وعالی,6 بهمن 1403,,,
P003,1731345,70690794,5,,خوش رنگ نرم و روون,6 بهمن 1403,,,
P003,1731345,70684543,5,,این رژا کیفیت بسیار خوبی دارن نسبت به قیمتشون,6 بهمن 1403,,,
P003,1731345,70597576,5,,قشنگ بود، پلمپ و تاریخ تولید و انقضا داره، انقضا تا ۲۰۲۷,4 بهمن 1403,,,
P003,1731345,70532929,5,,بر حسب قیمت از رژ مدادی هم راضی هستیم البته خانومم,2 بهمن 1403,,,
P003,1731345,70417431,5,,بوش عالیه کیفیتشم خوبه,29 دی 1403,,,
P003,1731345,70407796,5,,عالی,28 دی 1403,,,
P003,1731345,70291790,5,,خانمم راضی بود,25 دی 1403,,,
P003,1731345,70178908,4,,کمرنگه  ولی برای محافظت لب خوبه,22 دی 1403,,,
P003,1731345,70064326,5,,عالی درجه یک مخملی و ماندگار پیچی هست رنگش مایل به بنفش,20 دی 1403,,,
P003,1731345,69994669,2,,رنگش خیلی تیره تر از تصویر بود,18 دی 1403,,,
P003,1731345,69987335,1,,"موقع بالا امدن شکسته بود و افتاد بیرون
رنگش با عکس تفاوت داشت",18 دی 1403,,,
P003,1731345,69916670,5,,خوشرنگ ماندکاریش خوبه رنگش به زرشکی روشن میخوره برای مهمونی خوبه واسه سرکار پررنگه,16 دی 1403,,,
P003,1731345,69787832,5,,"خیلی قشنگه
رنگش خیلی خاصه انگار ترکیبی از بنفش و سرخابی و ..
تیرس و یکمم پررنگه
خیلی بافت نرم و مخملی داره 
انقضاش هم تا مرداد ۱۴۰۶",13 دی 1403,,,
P003,1731345,69691027,3,,"ماندگاری خوب 
بسته بندی مناسب دیجی کالا 
چرب بودن کالا روی لب خشک نمیشه و در برابر رژ های مدادی بازار بسیار گزینه بهتری هست رنگ یکدست روی لب 
ولی رنگدانه هاش با بقیه رژها متفاوت هست دقت در انتخاب رنگ",11 دی 1403,,,
P003,1731345,69618855,5,,خیلی رژ خوبی بود ، من کلا سخت ژر بهم میاد ، میخواستم رنگ صورتی تیره ایی باشه که تناژش به بنفش بخوره ،۸۰٪ شبیه چیزی بود که میخواستم، موندگاریش خوبه و سریع و روون فیکس میشه رو لبتون,9 دی 1403,,,
P003,1731345,69373454,3,,"عزیزان
رنگش تیرست و تناژی که داره به همه نوع چهره و رنگ پوست نمیاد 
من خودم رنگ پوستم گندمی روشنه ولی اصلا حتی با آرایش هم به رنگ پوستم نمی‌خورد و مطمئنا بلا استفاده میمونه چون پلمپش باز شده بود امکان مرجوعی هم وجود نداشت پس خیلی دقت کنید،
رنگش هم بیشتر تناژ بنفش و زرشکی داره و عکس کاربران مقداری تفاوت داره با رنگ اصلی 
بنظرم کالاهایی از قبیل رژ لب باید حضوری خریداری بشه تا از خریدتون رضایت داشته باشید🙂🙏🏻♥️",4 دی 1403,,,
P003,1731345,69357772,3,,"من این رژ رو خریدم فکر کردم بنفش کمرنگ ولی خب عکسی هم که دوستان گذاشته بودن بهم کمک نکرد و فرق میکرد
من ازرژ بنفش کمرنگ خوشم میومد ولی این بنفش تیره اس دوستان 
کسایی که تیره بهشون نمیاد سمتش نرن ملایم نیست
ولی کیفیتش بدنیست",3 دی 1403,,,
P003,1731345,69357375,1,,رژ شکسته شده بود و کاملا هم مشهود بود مسلما فروشنده دیده که شکسته ولی بازم ارسال کرده . واقعا این محصولاتو باید حضوری خرید .,3 دی 1403,,,
P003,1731345,69335124,4,,قشنگه نرمم هست ماندگاریشم اوکیه زیاد نیست ولی کمم نیست,3 دی 1403,,,
P003,1731345,69263459,5,,خوش رنگ مات و زیبا بودش,1 دی 1403,,,
P003,1731345,69249740,2,,مادندگاری کم اما خوشبو,1 دی 1403,,,
P003,1731345,69245039,5,,خوش رنگ,1 دی 1403,,,
P003,1731345,69207036,4,,رنگش خیلی قشنگ روی لب پوست پوست نمی‌شه عالی,29 آذر 1403,,,
P003,1731345,69118816,5,,رنگش عالیه! میشه گفت کالباسیه تیره ست . خیلی رنگ شیکیه! ماندگاریشم زیاده البته جنسش خیلی نرم نیست و من قبلش چرب کننده لب میزنم که روی اون واقعا عالی میشه,27 آذر 1403,,,
P003,1731345,69082293,5,,از رنگی که نیخواستم یکم تیره تره ولی رنگ حالت گوشتی که یکم به بنفش میزنه داره خیلی خوشرنگه و بسیار جنسش عالیه با کیفیت و روان پیگمنت بالا همیشه از رژ های مای راضیم خدایی عالین,26 آذر 1403,,,
P003,1731345,69065759,5,,خوبه,26 آذر 1403,,,
P003,1731345,68984490,5,,خوب بود با قیمت مناسب,24 آذر 1403,,,
P003,1731345,68948332,1,,اصلا رنگش هیچ شباهتی به عکسها نداشت هیچ شماره ای هم روش نداشت که بگم اشتباه فرستاده شده خیلی پرنگ و چرب و براق در واقع بدرد نخور بود,24 آذر 1403,,,
P003,1731345,68886466,3,,نرم و خوشرنگه ولی به نظرم سربش زیاده و قیمتش بالاست,22 آذر 1403,,,
P003,1731345,68606363,5,,خوشرنگه، ماندگاری عالی و چربه کامل روی لب میشینه پوست پوست نمیکنه خوشرنگم هست,16 آذر 1403,,,
P003,1731345,68597495,4,,خوب بود و کیفیت مناسبی داشت,16 آذر 1403,,,
P003,1731345,68588859,5,,عالی,16 آذر 1403,,,
P003,1731345,68571830,3,,رنگش بادمجون خیلی تیره بود که من دوست نداشتم وگرنه خیلی نرمه,15 آذر 1403,,,
P003,1731345,68559301,5,,رنگ عالی مناسب کسانی که رنگهای نود دوست دارن و چربی مناسب در کل عالی.,15 آذر 1403,,,
P003,1731345,68462894,5,,کیفیتش عالیه,13 آذر 1403,,,
P003,1731345,68438466,3,,نسبتا خوب بود. ماندگاری معمولی.,13 آذر 1403,,,
P003,1731345,68408475,5,,خوشرنگه و رو لب خوب میشینه، نه چربه نه خیلی خشک,12 آذر 1403,,,
P003,1731345,68316768,1,,خیلی بدرنگه,11 آذر 1403,,,
P003,1731345,68097561,5,,رنگدهی بالا پررنگ. امااگر ازشکم بزنید خیلی نازه. حالت بنفش داره,6 آذر 1403,,,
P003,1731345,68018152,4,رژ,خوب بود,4 آذر 1403,,,
P003,1731345,68003674,3,,مطابق تصویر نبود رنگش بیشتر جیگری رنگ بود تا بنفش,4 آذر 1403,,,
P003,1731345,67890199,5,,عالی و خوش قیمت بود,1 آذر 1403,,,
P003,1731345,67806155,5,,بسته بندی عالی رژ لب با کیفیت و خوبی بود,29 آبان 1403,,,
P003,1731345,67728345,5,,رنگشو خیلی دوست داشتم,27 آبان 1403,,,
P003,1731345,67683794,1,,رنگ غلیظ و بد تناژ و مثل دلقک میکنه آدمو مخصوصا اگه سفیده پوستتون نخرید من انداختمش رفت,26 آبان 1403,,,
P003,1731345,67648197,5,,عالی,25 آبان 1403,,,
P003,1731345,67565836,4,,"رژ مدادی نرم و روان با چربی مناسب و رنگ تقریبا بادمجانی
البته به همان اندازه هم زود پاک می شود.",22 آبان 1403,,,
P003,1731345,67552490,2,,کیفیت خوبی داره، ولی من رنگشو دوست نداشتم، یه جور بنفش خیلی تیره است، که البته اینم سلیقه ایه. بسته بندیش پلمپ بود.,22 آبان 1403,,,
P003,1731345,67503477,5,,پیشهاد میکنم,21 آبان 1403,,,
P003,1731345,67466512,5,,"روژ خوش رنگ و با کیفیتی هست 
رنگش جند ساعت دوام میاره و لب رو پوست پوست نمیکنه",20 آبان 1403,,,
P003,1731345,67282582,5,,خیلی خوشرنگ یه تناژه بنفش قشنگی داره,15 آبان 1403,,,
P003,1731345,67246456,5,,از خریدم راضی هستم .همونی بود که داخل عکس بود.کیفیفت هم در حد هزینه ای که کردم خوب بود.,14 آبان 1403,,,
P003,1731345,67074867,5,,رنگ کالباسی با یه کمی تم بنفش داره. بد نیست در کل,9 آبان 1403,,,
P003,1731345,67026144,1,,"بسیار بی کیفیت.
راضی نبودم",7 آبان 1403,,,
P003,1731345,67004659,3,,کیفیت خوب و قابل قبولی داره خیلی نرم و روان هست اما رنگش رو به بنفش میره که با سلیقه من جور نبود,7 آبان 1403,,,
P003,1731345,66695479,,مزخرف و بدرنگ,یه رنگ‌اناری رنگ‌خیلی جیغی که اصلا هم شبیه بنفش نبست برای من ارسال شد خیلی غلیط و زننده ست,27 مهر 1403,,,
P003,1731345,66559104,5,,رنگ قشنگی داره,23 مهر 1403,,,
P003,1731345,66544294,5,,خوبه ماندگاریش بالاس,22 مهر 1403,,,
P003,1731345,66258236,4,خوب بود,رنگش خوبه ولی به پوست های تیره خیلی نمیاد,14 مهر 1403,,,
P003,1731345,66183541,4,,خوب بود,11 مهر 1403,,,
P003,1731345,66078301,5,,رنگش قشنگه,8 مهر 1403,,,
P003,1731345,66064532,4,,بوی خوبی داره,8 مهر 1403,,,
P003,1731345,65909499,4,,خیلی خوش رنگ و زیباست بار دومه سفارش میدم اما درب بی کیفیتی داره و سریع ترک میخوره,3 مهر 1403,,,
P003,1731345,65573954,5,,عالی از همه نظر شماره ۱۴ و ۱۵ رو خریدم و از هردو راضی بودم.,23 شهریور 1403,,,
P003,1731345,65505340,5,,خیلی رنگش نازه.ولی یکم پررنگه و بنفشم هست,21 شهریور 1403,,,
P003,1731345,65449783,5,رژ لب خوب,رژ لبی با کیفیت و خوشرنگ لب هم خشک نمیکنه,19 شهریور 1403,,,
P003,1731345,65404512,5,,کیفیت عالی و رنگ بسیار زیبا‌. خیلی راضیم,17 شهریور 1403,,,
P003,1731345,65379945,5,روژ لب مای خوش رنگ و خوشبو,متشکرم از ارسال به موقع شما,16 شهریور 1403,,,
P003,1731345,65203336,1,یه شماره دیگه فرستادن,یه رژ دیگر برام فرستادن شماره ته اش برداشتن چون خودم داشتم ازش میدونستم چه رنگ هس و مرجوع شو,11 شهریور 1403,,,
P003,1731345,65172201,5,,"من همیشه از رژلب های مای راضی ام
این رژلب بافت  کره ای داره مثل کره است واقعا نرمِ نرم !
رنگش  اونجوری که میخواستم ینی جوری که معلوم باشه بنفش هست نبود ،یه حالت بادمجونی طور داره. ولی با این وجود از رنگش راضی ام و خیلی خوشم اومد",10 شهریور 1403,,,
P003,1731345,64876294,5,خیلی خوشرنگه,خیلی رنگش رو دوست دارم رنگش گوشتی هست,31 مرداد 1403,,,
P003,1731345,64875964,5,,خوشرنگه,31 مرداد 1403,,,
P003,1731345,64875792,5,ماندگاری بالا,ماندگاری بالا,31 مرداد 1403,,,
P003,1731345,64724213,4,رژ لب,بسیار باکیفیت . رو برای بار سوم خریدم.,26 مرداد 1403,,,
P003,1731345,64633325,5,رژمدادی مای شماره 15,برند خوبی هست و کیفیت خوب,23 مرداد 1403,,,
P003,1731345,64613640,5,,خیلی خوشرنگ و روون هستش,22 مرداد 1403,,,
P003,1731345,64466081,5,,"باید بگم از هر جهت عالی
هم رنگش هم کیفیت و جنسش و هم بافتش
هم ماندگاری 
اصلا ایرادی نمیشه بهش گرفت",18 مرداد 1403,,,
P003,1731345,64398590,5,,خیلی خیلی خوشرنگ و زیباست.,16 مرداد 1403,,,
P003,1731345,64366639,4,,تو عکس انگار رنگش روشن تره چیزی که به دستم رسید تیره تر بود ولی رنگش بد نیست تقریبا رنگش جیگریه,15 مرداد 1403,,,
P003,1731345,64329047,4,رژ لب مای,جنس خوبی داره و به راحتی روی لب پخش میشه. بوی بد. آزاردهنده نداره و نمی ماسه. کمی برلی من پر رنگ بود و باید با یک رژ کم رنگ ترکیب بشه. مناسب محیطهای کاری و اداری برای خانم های کارمند نیست. در مجموع خوبه,14 مرداد 1403,,,
P003,1731345,64309593,5,رژ,خیلی ناز خوشگل,14 مرداد 1403,,,
P003,1731345,63615176,5,,رنگ و کیفیت عااالی,23 تیر 1403,,,
P003,1731345,63331317,3,,کیفیتش خوبه فقط رنگی که گذاشتن اصلا شبیه رنگ اصلی کالا نیست، تو عکس تقریبا کالباسی میزنه ولی ی رنگیه ک جیگری یا گوشتیِ تیره س با تناژ بنفش، من رنگ لایت میخواستم ولی کاملا مخالفِ لایت هست,13 تیر 1403,,,
P003,1731345,63294256,5,رژ,نسبت به رژ مدادی های قبلی که داشتم ماندگارش بیشتره رنگشم ملایمه,12 تیر 1403,,,
P003,1731345,63233706,4,,تیره هسش من خیلی رنگشو دوست نداشتم ولی کیفیتش خوبه نه چربی نه خشک نرم هم هست ولی رنگشو نیستم خیلی,10 تیر 1403,,,
P003,1731345,63166601,5,عالی,قشنگه رو لب تیره س,8 تیر 1403,,,
P004,10345443,79855878,3,,اورجینال تبود خیلی خشک پودری هم نبود,20 آبان 1404,,,
P004,10345443,79269699,5,,راضی بودم,2 آبان 1404,,,
P004,10345443,77875215,5,,کاملا پودری خیلی خوبه رنگش عالیه مقاوم و با دوامه,20 شهریور 1404,,,
P004,10345443,77858464,5,,عالی بود پیشنهاد میشه,20 شهریور 1404,,,
P004,10345443,72839361,1,,مداد پلمپ نبود,29 اسفند 1403,,,
P004,10345443,60072034,4,خوب و مناسب,خوب و مناسب هست,27 اسفند 1402,,,
